user_id,first_session_day,last_session_day,total_sessions,total_user_energy,distinct_stations_used,first_session_date,last_session_date,active_span_days
4405431,4/28/2019,4/28/2019,1,14.757,1,2019-04-28,2019-04-28,0
440569,12/19/2019,12/19/2019,1,6.699,1,2019-12-19,2019-12-19,0
440629,10/17/2017,7/6/2018,4,31.802,2,2017-10-17,2018-07-06,262
4406641,7/27/2019,7/27/2019,1,3.798,1,2019-07-27,2019-07-27,0
4406681,5/19/2019,5/19/2019,1,2.642,1,2019-05-19,2019-05-19,0
440683,7/14/2018,7/14/2018,1,2.418,1,2018-07-14,2018-07-14,0
440769,12/11/2019,8/28/2017,2,31.238999999999997,2,2019-12-11,2017-08-28,-835
4407981,10/30/2019,6/17/2020,2,9.924,2,2019-10-30,2020-06-17,231
440811,10/22/2016,10/22/2016,1,10.875366,1,2016-10-22,2016-10-22,0
4408351,4/9/2019,4/9/2019,1,8.829,1,2019-04-09,2019-04-09,0
440843,4/14/2019,4/17/2019,2,14.812000000000001,2,2019-04-14,2019-04-17,3
4409861,9/1/2019,9/1/2019,1,8.088,1,2019-09-01,2019-09-01,0
441011,11/8/2017,11/8/2017,1,8.006,1,2017-11-08,2017-11-08,0
441013,11/2/2018,11/2/2018,1,2.715,1,2018-11-02,2018-11-02,0
441087,1/4/2019,1/4/2019,1,7.867,1,2019-01-04,2019-01-04,0
4411101,7/16/2019,7/16/2019,1,3.231,1,2019-07-16,2019-07-16,0
441207,2/4/2018,2/4/2018,1,6.498,1,2018-02-04,2018-02-04,0
4412091,10/20/2019,9/13/2019,5,33.266999999999996,3,2019-10-20,2019-09-13,-37
441263,11/17/2016,7/1/2018,2,6.693,2,2016-11-17,2018-07-01,591
4412941,12/11/2019,8/23/2019,5,30.996000000000002,3,2019-12-11,2019-08-23,-110
441325,1/21/2019,6/12/2019,6,36.96,2,2019-01-21,2019-06-12,142
441419,1/10/2017,9/7/2016,199,2238.925964,7,2017-01-10,2016-09-07,-125
441429,8/20/2016,8/20/2016,1,6.143504,1,2016-08-20,2016-08-20,0
441439,1/3/2017,9/30/2017,7,60.228,6,2017-01-03,2017-09-30,270
441505,1/7/2017,9/1/2017,13,82.205241,9,2017-01-07,2017-09-01,237
4415561,10/21/2019,10/21/2019,1,0.875,1,2019-10-21,2019-10-21,0
441591,1/10/2017,9/9/2016,9,156.687247,4,2017-01-10,2016-09-09,-123
4415931,1/20/2020,9/27/2019,11,208.111,4,2020-01-20,2019-09-27,-115
441827,1/23/2017,6/19/2018,6,33.843,4,2017-01-23,2018-06-19,512
441871,3/14/2017,3/14/2017,1,12.002,1,2017-03-14,2017-03-14,0
442149,1/10/2017,9/8/2016,212,1833.190142,4,2017-01-10,2016-09-08,-124
4421661,2/12/2020,8/8/2019,8,139.771,3,2020-02-12,2019-08-08,-188
442245,1/3/2019,8/23/2017,4,39.806,4,2019-01-03,2017-08-23,-498
4423,10/2/2017,10/2/2017,1,9.071,1,2017-10-02,2017-10-02,0
442325,11/17/2017,11/17/2017,1,2.837,1,2017-11-17,2017-11-17,0
4423711,4/27/2020,4/29/2020,2,5.679,1,2020-04-27,2020-04-29,2
4423811,3/1/2020,3/1/2020,1,2.502,1,2020-03-01,2020-03-01,0
4424151,8/8/2020,8/8/2020,1,1.873,1,2020-08-08,2020-08-08,0
4424411,4/18/2019,4/18/2019,1,5.0,1,2019-04-18,2019-04-18,0
442523,1/11/2020,12/6/2017,4,43.721,3,2020-01-11,2017-12-06,-766
442555,12/1/2016,6/9/2017,3,23.771,2,2016-12-01,2017-06-09,190
4426121,7/25/2019,7/25/2019,1,4.531,1,2019-07-25,2019-07-25,0
4426151,12/28/2020,4/16/2019,5,86.298,4,2020-12-28,2019-04-16,-622
4426411,1/14/2020,9/6/2019,31,221.984,10,2020-01-14,2019-09-06,-130
442751,1/16/2017,9/9/2017,50,508.854002,3,2017-01-16,2017-09-09,236
442807,1/1/2017,9/5/2016,77,589.498481,9,2017-01-01,2016-09-05,-118
442869,11/13/2020,12/7/2020,5,240.721,1,2020-11-13,2020-12-07,24
442891,8/12/2018,8/12/2018,1,14.605,1,2018-08-12,2018-08-12,0
442919,10/4/2016,9/20/2016,13,72.286753,7,2016-10-04,2016-09-20,-14
4429261,6/10/2020,6/10/2020,1,15.962,1,2020-06-10,2020-06-10,0
442985,5/13/2017,5/26/2019,2,15.780000000000001,2,2017-05-13,2019-05-26,743
4430411,8/2/2019,8/2/2019,1,3.171,1,2019-08-02,2019-08-02,0
4432171,1/26/2020,9/7/2020,21,193.611,4,2020-01-26,2020-09-07,225
443225,1/10/2019,9/28/2018,163,2202.3559999999998,10,2019-01-10,2018-09-28,-104
4433441,1/6/2020,6/26/2020,19,172.948,8,2020-01-06,2020-06-26,172
4433771,4/13/2019,4/13/2019,1,7.424,1,2019-04-13,2019-04-13,0
4434531,10/25/2019,10/5/2019,2,47.731,2,2019-10-25,2019-10-05,-20
4434711,10/16/2020,10/16/2020,1,12.974,1,2020-10-16,2020-10-16,0
443473,11/21/2016,11/21/2016,1,9.592,1,2016-11-21,2016-11-21,0
4435,1/17/2019,5/21/2019,2,9.202,2,2019-01-17,2019-05-21,124
443527,7/10/2018,7/9/2018,2,1.86,1,2018-07-10,2018-07-09,-1
4435551,7/6/2019,7/6/2019,1,5.425,1,2019-07-06,2019-07-06,0
443635,6/17/2019,8/12/2019,3,25.839,1,2019-06-17,2019-08-12,56
443667,12/7/2016,12/7/2016,1,13.482,1,2016-12-07,2016-12-07,0
443677,3/11/2017,3/11/2017,1,4.309,1,2017-03-11,2017-03-11,0
4436791,4/17/2019,4/17/2019,1,15.614,1,2019-04-17,2019-04-17,0
443695,1/25/2017,7/30/2017,17,111.641224,9,2017-01-25,2017-07-30,186
443805,12/25/2016,2/5/2017,2,14.332,2,2016-12-25,2017-02-05,42
443881,8/14/2016,8/14/2016,1,2.581132,1,2016-08-14,2016-08-14,0
4440,1/22/2019,9/28/2016,31,299.999294,12,2019-01-22,2016-09-28,-846
444001,2/12/2020,2/12/2020,1,2.872,1,2020-02-12,2020-02-12,0
444033,10/30/2017,10/30/2017,1,7.807,1,2017-10-30,2017-10-30,0
4441191,4/27/2019,4/27/2019,1,2.8,1,2019-04-27,2019-04-27,0
444155,1/17/2017,9/8/2017,21,185.361109,7,2017-01-17,2017-09-08,234
444225,11/3/2017,11/3/2017,1,17.547,1,2017-11-03,2017-11-03,0
4442261,9/6/2019,9/6/2019,1,2.437,1,2019-09-06,2019-09-06,0
444261,10/3/2018,2/6/2020,2,2.816,2,2018-10-03,2020-02-06,491
4444021,11/2/2019,11/6/2019,2,8.379999999999999,1,2019-11-02,2019-11-06,4
4444791,1/10/2020,9/9/2019,186,2288.058,6,2020-01-10,2019-09-09,-123
444509,9/9/2016,9/9/2016,1,21.046795,1,2016-09-09,2016-09-09,0
444527,1/10/2018,9/7/2016,279,3566.431535,15,2018-01-10,2016-09-07,-490
4445391,4/15/2019,4/24/2019,5,101.985,4,2019-04-15,2019-04-24,9
444543,10/13/2019,10/13/2019,1,2.073,1,2019-10-13,2019-10-13,0
444581,10/2/2016,8/7/2016,2,12.692362,2,2016-10-02,2016-08-07,-56
444623,2/28/2018,9/10/2017,6,49.608,3,2018-02-28,2017-09-10,-171
444631,1/24/2017,9/21/2016,24,239.657416,7,2017-01-24,2016-09-21,-125
4447,1/15/2017,9/30/2016,27,1178.618809,3,2017-01-15,2016-09-30,-107
444739,3/27/2019,3/27/2019,1,11.894,1,2019-03-27,2019-03-27,0
4447621,9/11/2020,9/11/2020,1,1.082,1,2020-09-11,2020-09-11,0
4448,12/20/2017,7/21/2017,2,5.949999999999999,2,2017-12-20,2017-07-21,-152
4448011,7/9/2019,7/9/2019,1,3.96,1,2019-07-09,2019-07-09,0
4448281,1/11/2020,9/6/2019,95,3371.305,3,2020-01-11,2019-09-06,-127
4448531,1/16/2020,2/27/2020,3,17.092,2,2020-01-16,2020-02-27,42
4449011,5/5/2019,7/14/2019,4,41.232,2,2019-05-05,2019-07-14,70
444905,1/10/2017,5/20/2017,10,47.66357,7,2017-01-10,2017-05-20,130
4449441,10/18/2020,9/6/2020,25,132.314,6,2020-10-18,2020-09-06,-42
4449561,1/16/2020,9/5/2019,94,2159.943,7,2020-01-16,2019-09-05,-133
445159,10/10/2016,9/9/2016,114,1096.084856,5,2016-10-10,2016-09-09,-31
445237,6/26/2018,6/26/2018,1,7.724,1,2018-06-26,2018-06-26,0
4452811,4/30/2019,7/24/2019,5,80.461,1,2019-04-30,2019-07-24,85
445393,11/18/2017,11/18/2017,1,15.068,1,2017-11-18,2017-11-18,0
445409,1/1/2017,8/3/2019,4,33.549,2,2017-01-01,2019-08-03,944
445541,1/22/2019,6/26/2019,4,50.408,4,2019-01-22,2019-06-26,155
4456291,2/23/2020,2/23/2020,1,17.172,1,2020-02-23,2020-02-23,0
445697,10/31/2019,9/16/2017,7,53.076499,5,2019-10-31,2017-09-16,-775
445749,1/16/2017,9/16/2018,49,431.15336,19,2017-01-16,2018-09-16,608
4457501,9/20/2020,9/20/2020,1,8.509,1,2020-09-20,2020-09-20,0
4459291,2/14/2020,2/14/2020,1,6.552,1,2020-02-14,2020-02-14,0
445939,11/17/2017,12/15/2017,3,23.313,2,2017-11-17,2017-12-15,28
445957,10/11/2018,9/24/2016,14,101.687256,7,2018-10-11,2016-09-24,-747
4459601,2/15/2020,2/15/2020,1,19.01,1,2020-02-15,2020-02-15,0
4459661,8/3/2019,9/15/2019,2,12.576,2,2019-08-03,2019-09-15,43
446029,11/28/2018,11/28/2018,1,1.39,1,2018-11-28,2018-11-28,0
4462361,8/2/2019,8/9/2019,2,9.035,1,2019-08-02,2019-08-09,7
4462841,7/17/2019,7/17/2019,1,16.267,1,2019-07-17,2019-07-17,0
4463301,6/15/2019,6/15/2019,1,12.394,1,2019-06-15,2019-06-15,0
4463341,10/11/2020,9/6/2020,13,119.661,6,2020-10-11,2020-09-06,-35
446407,1/4/2017,9/9/2016,78,468.363726,11,2017-01-04,2016-09-09,-117
446427,12/23/2017,8/30/2017,2,7.856,2,2017-12-23,2017-08-30,-115
446459,11/12/2017,8/4/2017,5,16.685000000000002,4,2017-11-12,2017-08-04,-100
446539,1/15/2020,8/26/2020,2,16.098,2,2020-01-15,2020-08-26,224
446543,9/26/2020,9/26/2020,1,8.231,1,2020-09-26,2020-09-26,0
446627,10/28/2019,8/25/2016,9,67.134777,8,2019-10-28,2016-08-25,-1159
446661,8/3/2016,8/3/2016,1,2.955142,1,2016-08-03,2016-08-03,0
4466731,5/20/2019,5/20/2019,1,2.551,1,2019-05-20,2019-05-20,0
4467701,1/22/2020,9/29/2020,23,62.368,4,2020-01-22,2020-09-29,251
446809,11/14/2018,5/14/2018,3,27.734,2,2018-11-14,2018-05-14,-184
4468711,10/7/2020,12/20/2019,3,20.776,1,2020-10-07,2019-12-20,-292
446899,10/3/2017,6/19/2018,2,10.97,2,2017-10-03,2018-06-19,259
4469,12/4/2018,12/4/2018,1,12.515,1,2018-12-04,2018-12-04,0
446921,10/26/2019,9/19/2019,7,51.516204,3,2019-10-26,2019-09-19,-37
446923,1/6/2018,8/22/2016,20,139.287739,7,2018-01-06,2016-08-22,-502
4469371,11/3/2019,11/3/2019,1,6.164,1,2019-11-03,2019-11-03,0
4469651,4/27/2019,4/27/2019,1,4.079,1,2019-04-27,2019-04-27,0
4470561,2/19/2020,5/4/2019,3,7.965,2,2020-02-19,2019-05-04,-291
447077,10/24/2019,2/22/2018,3,20.113,3,2019-10-24,2018-02-22,-609
4470971,1/12/2020,9/6/2020,32,95.24000000000001,6,2020-01-12,2020-09-06,238
447099,12/12/2017,9/2/2016,2,5.789167,2,2017-12-12,2016-09-02,-466
447163,9/28/2018,9/28/2018,1,3.916,1,2018-09-28,2018-09-28,0
4472591,6/18/2019,6/18/2019,1,14.321,1,2019-06-18,2019-06-18,0
4473241,8/24/2019,8/24/2019,1,13.838,1,2019-08-24,2019-08-24,0
447345,10/19/2018,6/29/2018,7,87.217,5,2018-10-19,2018-06-29,-112
447365,10/27/2017,10/27/2017,1,6.162,1,2017-10-27,2017-10-27,0
4474041,4/19/2019,8/15/2019,2,9.14,2,2019-04-19,2019-08-15,118
447499,10/8/2019,2/13/2020,2,24.072000000000003,2,2019-10-08,2020-02-13,128
4475031,1/18/2020,9/8/2019,63,251.145,13,2020-01-18,2019-09-08,-132
447643,1/4/2017,1/4/2017,1,0.245,1,2017-01-04,2017-01-04,0
4476791,4/21/2019,4/21/2019,1,4.544,1,2019-04-21,2019-04-21,0
4477,2/24/2020,8/16/2019,2,20.904,2,2020-02-24,2019-08-16,-192
447721,10/24/2017,8/12/2016,5,35.958861,2,2017-10-24,2016-08-12,-438
447729,10/10/2016,9/13/2016,4,9.301923,3,2016-10-10,2016-09-13,-27
447761,3/30/2017,3/30/2017,1,14.153,1,2017-03-30,2017-03-30,0
447767,1/11/2017,9/9/2018,280,3393.199289,20,2017-01-11,2018-09-09,606
447815,11/2/2016,11/2/2016,1,1.614,1,2016-11-02,2016-11-02,0
447845,12/8/2017,12/8/2017,1,1.328,1,2017-12-08,2017-12-08,0
448117,9/25/2017,9/25/2017,1,10.789,1,2017-09-25,2017-09-25,0
4481471,10/5/2019,10/5/2019,1,0.451,1,2019-10-05,2019-10-05,0
448185,9/25/2017,9/29/2017,2,17.763,2,2017-09-25,2017-09-29,4
4482811,10/24/2020,5/23/2020,3,12.189,2,2020-10-24,2020-05-23,-154
448373,1/12/2018,9/8/2017,212,2092.262732,12,2018-01-12,2017-09-08,-126
448405,11/28/2018,7/28/2018,2,24.697000000000003,2,2018-11-28,2018-07-28,-123
4484381,6/7/2019,9/24/2019,3,10.807,3,2019-06-07,2019-09-24,109
448453,9/27/2019,9/27/2019,1,8.505,1,2019-09-27,2019-09-27,0
4484631,6/15/2019,6/23/2019,2,10.631,2,2019-06-15,2019-06-23,8
4484651,7/21/2019,7/21/2019,1,7.354,1,2019-07-21,2019-07-21,0
4485231,11/5/2019,11/5/2019,1,6.494,1,2019-11-05,2019-11-05,0
4485361,4/22/2019,8/9/2019,63,178.962,8,2019-04-22,2019-08-09,109
4485651,5/28/2019,5/4/2019,2,12.379,1,2019-05-28,2019-05-04,-24
448605,10/25/2017,12/21/2016,2,17.274,2,2017-10-25,2016-12-21,-308
4486731,1/18/2020,9/25/2019,4,30.926000000000002,3,2020-01-18,2019-09-25,-115
4486881,6/1/2019,6/1/2019,1,13.45,1,2019-06-01,2019-06-01,0
4487271,4/27/2019,9/29/2019,3,22.886,2,2019-04-27,2019-09-29,155
448763,3/14/2018,8/8/2017,2,3.537,2,2018-03-14,2017-08-08,-218
448843,3/8/2017,3/8/2017,1,10.008,1,2017-03-08,2017-03-08,0
448851,8/4/2016,8/4/2016,1,7.257176,1,2016-08-04,2016-08-04,0
4489281,1/5/2020,7/11/2020,3,39.689,2,2020-01-05,2020-07-11,188
4490651,5/22/2019,5/22/2019,1,4.383,1,2019-05-22,2019-05-22,0
449079,10/15/2017,9/3/2017,6,59.507,5,2017-10-15,2017-09-03,-42
4491,10/19/2017,10/19/2017,1,12.154,1,2017-10-19,2017-10-19,0
4491621,12/23/2019,7/29/2020,7,125.147,5,2019-12-23,2020-07-29,219
449189,12/20/2019,12/20/2019,1,3.045,1,2019-12-20,2019-12-20,0
449195,12/10/2017,7/21/2018,2,9.491,1,2017-12-10,2018-07-21,223
449219,9/13/2017,9/17/2018,2,11.428999999999998,2,2017-09-13,2018-09-17,369
449237,9/13/2016,9/13/2016,1,4.0903,1,2016-09-13,2016-09-13,0
449293,1/10/2017,9/4/2020,37,171.384657,9,2017-01-10,2020-09-04,1333
4493951,1/16/2020,9/24/2019,43,636.967,3,2020-01-16,2019-09-24,-114
4494771,4/22/2019,7/12/2019,7,94.03999999999999,2,2019-04-22,2019-07-12,81
449511,9/21/2018,9/21/2018,1,23.148,1,2018-09-21,2018-09-21,0
449569,11/14/2018,11/14/2018,1,12.052,1,2018-11-14,2018-11-14,0
449659,12/8/2016,8/8/2016,9,44.921564000000004,3,2016-12-08,2016-08-08,-122
4496711,12/6/2019,5/3/2019,3,3.2729999999999997,3,2019-12-06,2019-05-03,-217
4496871,10/18/2019,2/18/2020,4,26.214,2,2019-10-18,2020-02-18,123
449809,12/17/2019,7/9/2019,3,5.0409999999999995,3,2019-12-17,2019-07-09,-161
4498911,10/12/2019,9/27/2019,14,48.294,6,2019-10-12,2019-09-27,-15
449995,1/10/2018,9/9/2018,186,4091.522873,9,2018-01-10,2018-09-09,242
4500751,5/12/2019,5/12/2019,1,13.467,1,2019-05-12,2019-05-12,0
450143,11/4/2016,9/7/2017,2,4.179,2,2016-11-04,2017-09-07,307
450171,1/25/2020,4/11/2020,5,27.488,5,2020-01-25,2020-04-11,77
4501741,10/22/2019,3/11/2020,4,33.364,2,2019-10-22,2020-03-11,141
4502011,4/23/2019,5/16/2019,4,47.679,4,2019-04-23,2019-05-16,23
450395,1/10/2018,9/7/2017,130,1497.269409,6,2018-01-10,2017-09-07,-125
450509,6/8/2018,6/8/2018,1,8.626,1,2018-06-08,2018-06-08,0
45063,12/2/2017,7/6/2017,3,18.402,3,2017-12-02,2017-07-06,-149
4506301,6/5/2019,6/5/2019,1,4.037,1,2019-06-05,2019-06-05,0
450723,11/24/2017,4/16/2017,2,10.222000000000001,2,2017-11-24,2017-04-16,-222
4507971,10/1/2019,7/23/2019,7,34.972,4,2019-10-01,2019-07-23,-70
4508141,2/11/2020,2/11/2020,1,3.666,1,2020-02-11,2020-02-11,0
4508511,11/14/2019,9/8/2019,8,28.926,3,2019-11-14,2019-09-08,-67
450855,1/13/2020,7/7/2020,84,902.415,11,2020-01-13,2020-07-07,176
450863,11/14/2016,11/14/2016,1,14.434,1,2016-11-14,2016-11-14,0
4508661,5/14/2019,5/14/2019,1,18.71,1,2019-05-14,2019-05-14,0
450873,10/12/2016,9/30/2016,10,88.177549,6,2016-10-12,2016-09-30,-12
450903,12/12/2016,12/12/2016,1,1.044,1,2016-12-12,2016-12-12,0
4509641,4/24/2019,4/24/2019,1,4.948,1,2019-04-24,2019-04-24,0
4509841,6/20/2019,6/20/2019,1,0.418,1,2019-06-20,2019-06-20,0
451029,11/15/2017,12/9/2017,2,13.004999999999999,2,2017-11-15,2017-12-09,24
4510381,1/31/2020,8/14/2019,13,87.736,4,2020-01-31,2019-08-14,-170
4510471,1/17/2020,7/26/2020,4,28.65,3,2020-01-17,2020-07-26,191
451057,10/1/2016,9/29/2016,11,91.172641,6,2016-10-01,2016-09-29,-2
4510701,8/22/2019,8/22/2019,1,2.457,1,2019-08-22,2019-08-22,0
451089,4/27/2018,5/8/2017,5,26.198,3,2018-04-27,2017-05-08,-354
4511321,12/7/2019,12/7/2019,1,6.013,1,2019-12-07,2019-12-07,0
451151,6/22/2019,6/22/2019,1,0.608,1,2019-06-22,2019-06-22,0
4512031,7/24/2019,8/17/2019,2,11.701,2,2019-07-24,2019-08-17,24
4512081,9/1/2019,9/1/2019,1,7.703,1,2019-09-01,2019-09-01,0
451211,2/9/2017,2/9/2017,1,7.298,1,2017-02-09,2017-02-09,0
451217,11/16/2017,11/16/2017,1,9.641,1,2017-11-16,2017-11-16,0
451239,12/2/2016,3/8/2018,3,19.461,2,2016-12-02,2018-03-08,461
4512541,4/29/2019,4/29/2019,1,6.36,1,2019-04-29,2019-04-29,0
451351,10/21/2016,10/21/2016,1,12.270776,1,2016-10-21,2016-10-21,0
4513601,5/29/2019,5/29/2019,1,5.851,1,2019-05-29,2019-05-29,0
4513681,3/5/2020,3/5/2020,1,7.408,1,2020-03-05,2020-03-05,0
451373,1/19/2018,9/21/2018,6,65.465,5,2018-01-19,2018-09-21,245
451391,12/27/2016,12/27/2016,1,7.301,1,2016-12-27,2016-12-27,0
4515381,5/2/2019,5/2/2019,1,0.261,1,2019-05-02,2019-05-02,0
4515661,8/18/2019,8/18/2019,1,4.075,1,2019-08-18,2019-08-18,0
451579,1/23/2019,9/19/2018,7,35.185,3,2019-01-23,2018-09-19,-126
4516201,11/21/2019,11/21/2019,1,7.052,1,2019-11-21,2019-11-21,0
451633,6/30/2019,6/30/2019,1,1.87,1,2019-06-30,2019-06-30,0
451647,12/6/2017,8/10/2018,2,19.253999999999998,2,2017-12-06,2018-08-10,247
451661,3/1/2018,9/8/2016,3,36.774842,3,2018-03-01,2016-09-08,-539
4516921,10/16/2019,5/30/2019,5,68.353,4,2019-10-16,2019-05-30,-139
4517131,1/30/2020,7/11/2019,6,39.527,3,2020-01-30,2019-07-11,-203
4518,1/11/2017,9/7/2016,10,70.717438,4,2017-01-11,2016-09-07,-126
4518391,10/20/2019,5/6/2019,2,15.866,2,2019-10-20,2019-05-06,-167
451849,1/27/2017,12/23/2016,3,18.448,3,2017-01-27,2016-12-23,-35
4519091,4/28/2019,4/28/2019,1,29.986,1,2019-04-28,2019-04-28,0
451935,3/4/2020,6/1/2019,2,27.762,1,2020-03-04,2019-06-01,-277
451941,5/21/2017,5/21/2017,1,6.342,1,2017-05-21,2017-05-21,0
451951,3/2/2019,7/19/2018,3,26.438,3,2019-03-02,2018-07-19,-226
451959,8/4/2016,8/4/2016,1,3.919683,1,2016-08-04,2016-08-04,0
451987,1/26/2017,8/18/2016,9,77.181962,8,2017-01-26,2016-08-18,-161
452063,5/12/2017,5/12/2017,1,14.36,1,2017-05-12,2017-05-12,0
452069,3/28/2018,3/28/2018,1,7.079,1,2018-03-28,2018-03-28,0
452091,1/17/2019,9/6/2018,21,91.635,4,2019-01-17,2018-09-06,-133
452097,11/12/2018,11/8/2018,2,18.224,2,2018-11-12,2018-11-08,-4
452145,12/6/2016,12/6/2016,1,6.74,1,2016-12-06,2016-12-06,0
452351,1/2/2017,8/26/2017,14,44.011,6,2017-01-02,2017-08-26,236
452357,5/4/2017,8/22/2017,2,6.137,2,2017-05-04,2017-08-22,110
452431,11/29/2016,9/26/2016,2,23.920835,2,2016-11-29,2016-09-26,-64
4525161,10/11/2019,6/14/2019,3,56.481,2,2019-10-11,2019-06-14,-119
452549,4/21/2019,4/21/2019,1,13.19,1,2019-04-21,2019-04-21,0
4525841,10/1/2019,9/9/2019,105,850.965,8,2019-10-01,2019-09-09,-22
4526,3/17/2017,3/19/2017,2,26.761000000000003,2,2017-03-17,2017-03-19,2
4526731,10/1/2020,9/9/2020,85,576.68,4,2020-10-01,2020-09-09,-22
4526761,10/27/2019,5/25/2019,3,9.995999999999999,2,2019-10-27,2019-05-25,-155
452681,5/16/2018,5/16/2018,1,8.114,1,2018-05-16,2018-05-16,0
4527191,9/10/2019,9/10/2019,1,4.812,1,2019-09-10,2019-09-10,0
4527501,1/20/2020,9/23/2019,43,660.842,3,2020-01-20,2019-09-23,-119
45283,1/29/2019,9/4/2018,8,15.657834,4,2019-01-29,2018-09-04,-147
4528441,1/13/2020,9/23/2019,37,596.702,5,2020-01-13,2019-09-23,-112
452869,1/19/2017,1/19/2017,1,13.423,1,2017-01-19,2017-01-19,0
4529,10/12/2017,9/26/2018,41,131.393,10,2017-10-12,2018-09-26,349
452945,4/13/2018,9/10/2019,4,23.534,4,2018-04-13,2019-09-10,515
4529551,7/25/2019,7/25/2019,1,2.615,1,2019-07-25,2019-07-25,0
4529671,12/4/2019,9/5/2019,8,63.51,5,2019-12-04,2019-09-05,-90
452971,3/29/2017,8/16/2016,6,41.136328999999996,3,2017-03-29,2016-08-16,-225
4530771,8/19/2019,8/19/2019,1,5.613,1,2019-08-19,2019-08-19,0
4531161,1/10/2020,9/30/2019,121,3909.774,4,2020-01-10,2019-09-30,-102
45313,10/11/2019,9/3/2016,16,70.234612,8,2019-10-11,2016-09-03,-1133
453145,1/2/2018,9/26/2018,8,57.622,2,2018-01-02,2018-09-26,267
4531751,4/27/2019,4/27/2019,1,17.237,1,2019-04-27,2019-04-27,0
453253,1/16/2018,2/23/2017,9,44.278,5,2018-01-16,2017-02-23,-327
4533161,10/23/2019,8/8/2019,4,20.225,2,2019-10-23,2019-08-08,-76
4533381,10/18/2019,10/18/2019,1,19.079,1,2019-10-18,2019-10-18,0
453339,2/7/2017,9/13/2017,3,4.552,3,2017-02-07,2017-09-13,218
453409,1/15/2020,2/5/2020,9,154.2,4,2020-01-15,2020-02-05,21
453469,1/10/2017,9/9/2016,733,7519.080852,13,2017-01-10,2016-09-09,-123
453517,5/29/2017,9/9/2016,3,26.685313,3,2017-05-29,2016-09-09,-262
453527,9/13/2017,9/13/2017,1,14.987,1,2017-09-13,2017-09-13,0
4535921,1/28/2020,9/26/2020,20,54.019,8,2020-01-28,2020-09-26,242
4536151,4/27/2019,4/27/2019,1,7.439,1,2019-04-27,2019-04-27,0
453637,6/19/2018,6/22/2018,2,9.496,2,2018-06-19,2018-06-22,3
453687,11/3/2020,9/27/2019,8,68.072,5,2020-11-03,2019-09-27,-403
453815,4/4/2019,8/4/2017,4,11.251306,3,2019-04-04,2017-08-04,-608
4539491,7/29/2019,7/29/2019,1,7.572,1,2019-07-29,2019-07-29,0
453957,5/21/2019,6/21/2017,2,24.393,2,2019-05-21,2017-06-21,-699
453967,3/29/2017,3/29/2017,1,0.836,1,2017-03-29,2017-03-29,0
454021,2/26/2018,2/26/2018,1,11.098,1,2018-02-26,2018-02-26,0
454135,1/29/2019,10/25/2018,2,24.019,2,2019-01-29,2018-10-25,-96
454313,10/13/2018,10/13/2018,1,10.103,1,2018-10-13,2018-10-13,0
454321,8/31/2018,8/31/2018,1,16.03,1,2018-08-31,2018-08-31,0
454333,1/12/2018,9/5/2016,28,145.423351,13,2018-01-12,2016-09-05,-494
4544,1/18/2020,8/5/2016,2,15.645295999999998,1,2020-01-18,2016-08-05,-1261
454419,1/25/2020,9/21/2019,18,112.993,4,2020-01-25,2019-09-21,-126
4544271,4/30/2019,6/21/2019,3,17.758,3,2019-04-30,2019-06-21,52
454469,1/26/2018,1/26/2018,1,4.457,1,2018-01-26,2018-01-26,0
4545051,9/13/2019,9/13/2019,1,1.154,1,2019-09-13,2019-09-13,0
454523,10/19/2018,2/20/2019,3,20.131,2,2018-10-19,2019-02-20,124
4546,8/11/2017,9/9/2017,11,118.047,3,2017-08-11,2017-09-09,29
454605,1/29/2019,6/20/2018,6,41.306,3,2019-01-29,2018-06-20,-223
454607,1/21/2018,9/16/2017,30,165.507,8,2018-01-21,2017-09-16,-127
454663,12/31/2018,2/19/2018,2,10.576,2,2018-12-31,2018-02-19,-315
454695,8/18/2017,9/1/2016,2,38.074033,2,2017-08-18,2016-09-01,-351
454757,8/1/2018,8/1/2018,1,6.731,1,2018-08-01,2018-08-01,0
454803,9/7/2017,9/8/2017,2,7.391,2,2017-09-07,2017-09-08,1
454863,5/11/2017,5/11/2017,1,23.73,1,2017-05-11,2017-05-11,0
4548731,9/4/2019,9/4/2019,1,5.691,1,2019-09-04,2019-09-04,0
4548881,11/1/2019,8/22/2019,30,485.806,8,2019-11-01,2019-08-22,-71
454931,7/22/2017,8/5/2017,2,9.078,2,2017-07-22,2017-08-05,14
454949,1/16/2019,8/2/2016,7,58.978498,5,2019-01-16,2016-08-02,-897
4549711,10/11/2019,9/9/2019,20,355.535,4,2019-10-11,2019-09-09,-32
4550251,4/29/2019,7/28/2019,2,3.8869999999999996,2,2019-04-29,2019-07-28,90
4550331,5/3/2020,5/3/2020,1,2.029,1,2020-05-03,2020-05-03,0
455053,3/28/2018,3/28/2018,1,3.451,1,2018-03-28,2018-03-28,0
455075,9/19/2017,9/19/2017,1,2.602,1,2017-09-19,2017-09-19,0
4550881,11/29/2019,11/29/2019,1,11.807,1,2019-11-29,2019-11-29,0
455089,3/16/2019,3/16/2019,1,5.062,1,2019-03-16,2019-03-16,0
455181,11/24/2018,11/24/2018,1,5.014,1,2018-11-24,2018-11-24,0
